MARITAL_STATUS,EDUCATION_LEVEL,RESIDENTAL_STATUS,LOAN_AMOUNT,INCOME,GENDER,NUMBER_OF_PRIOR_LOANS,AGE,TENURE,PRESENT_EMPLOYMENT_SINCE,FAMILY_SIZE,OCCUPATION,Home_Loan_Approval_Prediction
Married,Primary School Grad,Tenant,30000.0,500.0,Female,2.0,68.0,36.0,Less Than Four Years,6.0,Clerical,0
Single,Bachelor's Degree,Owner,25000.0,4250.0,Female,2.0,43.0,15.0,Less Than Four Years,3.0,Professional,1
Divorced,Master's Degree,Tenant,95000.0,2750.0,Male,2.0,24.0,2.0,Less Than One Year,2.0,Farmer,0
Single,Bachelor's Degree,Owner,40000.0,5250.0,Female,2.0,42.0,36.0,Less Than Seven Years,3.0,Professional,1
Married,Primary School Grad,Family Home,60000.0,500.0,Female,0.0,33.0,74.0,More Than Seven Years,4.0,Army,0
Married,Primary School Grad,Tenant,85000.0,500.0,Male,1.0,47.0,11.0,More Than Seven Years,3.0,Farmer,0
Married,Bachelor's Degree,Tenant,85000.0,2150.0,Male,0.0,63.0,23.0,Less Than Seven Years,4.0,Manager,0
Married,Bachelor's Degree,Tenant,40000.0,2750.0,Male,0.0,48.0,68.0,Less Than Seven Years,4.0,Farmer,0
Divorced,Bachelor's Degree,Owner,100000.0,6250.0,Male,3.0,49.0,34.0,Less Than Four Years,4.0,Manager,1
Married,Bachelor's Degree,Tenant,15000.0,2150.0,Female,0.0,67.0,9.0,Unemployed,7.0,Technician,0
Single,,Tenant,45000.0,2750.0,Male,3.0,23.0,8.0,More Than Seven Years,4.0,Technician,0
Single,Bachelor's Degree,Owner,35000.0,6250.0,Female,3.0,66.0,7.0,More Than Seven Years,2.0,Professional,1
Single,Doctorate Degree,Tenant,50000.0,3750.0,Male,0.0,26.0,2.0,Less Than Four Years,2.0,Manager,0
Single,Master's Degree,Tenant,45000.0,2750.0,Male,1.0,65.0,8.0,More Than Seven Years,3.0,Professional,0
Single,Bachelor's Degree,Tenant,10000.0,2150.0,Female,0.0,47.0,39.0,Less Than Seven Years,4.0,Army,0
Married,Bachelor's Degree,Tenant,45000.0,2750.0,Female,0.0,39.0,1.0,Less Than One Year,5.0,Army,0
Married,Bachelor's Degree,Tenant,45000.0,2750.0,Male,2.0,49.0,13.0,Less Than Seven Years,7.0,Farmer,0
Married,Bachelor's Degree,Tenant,40000.0,2750.0,Male,2.0,67.0,20.0,More Than Seven Years,4.0,Manager,0
Married,Master's Degree,Tenant,15000.0,2150.0,Male,1.0,43.0,7.0,Less Than One Year,3.0,Worker,0
Single,Bachelor's Degree,Tenant,40000.0,2750.0,Male,2.0,53.0,7.0,Less Than Four Years,6.0,Farmer,0
Single,Bachelor's Degree,Owner,90000.0,5250.0,Female,0.0,51.0,7.0,Unemployed,3.0,Professional,1
Single,Master's Degree,Tenant,15000.0,2750.0,Female,0.0,50.0,21.0,Unemployed,3.0,Manager,0
Married,Bachelor's Degree,Tenant,15000.0,4250.0,Female,3.0,34.0,6.0,Less Than Seven Years,4.0,Professional,0
Single,Bachelor's Degree,Tenant,15000.0,,Female,3.0,44.0,15.0,Unemployed,4.0,Worker,0
Married,Bachelor's Degree,Owner,45000.0,6250.0,Male,2.0,18.0,23.0,Less Than Seven Years,6.0,Professional,1
Single,Bachelor's Degree,Owner,50000.0,4250.0,Male,2.0,26.0,12.0,Less Than One Year,3.0,Professional,1
Married,Master's Degree,Tenant,10000.0,3750.0,Female,0.0,67.0,14.0,Less Than Four Years,4.0,Technician,0
Married,Bachelor's Degree,Tenant,15000.0,2750.0,Male,3.0,60.0,23.0,Less Than Four Years,4.0,Clerical,0
Married,Master's Degree,Tenant,25000.0,2150.0,Female,1.0,48.0,62.0,Unemployed,2.0,Manager,0
Married,Bachelor's Degree,Tenant,10000.0,2150.0,Male,1.0,55.0,23.0,Less Than Seven Years,5.0,Farmer,0
Married,Primary School Grad,Tenant,30000.0,500.0,Male,2.0,49.0,13.0,More Than Seven Years,3.0,Technician,0
Married,Bachelor's Degree,Tenant,25000.0,2750.0,Female,0.0,45.0,13.0,Less Than Seven Years,7.0,Farmer,0
Married,Master's Degree,Tenant,70000.0,,Female,2.0,60.0,10.0,More Than Seven Years,2.0,Professional,0
Married,Bachelor's Degree,Tenant,20000.0,2150.0,Female,3.0,34.0,25.0,Unemployed,4.0,Farmer,0
Married,Master's Degree,Tenant,85000.0,2750.0,Male,1.0,46.0,34.0,Less Than Seven Years,2.0,Technician,0
Married,Master's Degree,Tenant,40000.0,2750.0,Male,2.0,40.0,10.0,Unemployed,3.0,Professional,0
Married,Bachelor's Degree,Tenant,50000.0,6250.0,Male,0.0,35.0,10.0,More Than Seven Years,4.0,Professional,0
Married,Bachelor's Degree,Tenant,25000.0,5250.0,Male,0.0,34.0,7.0,Less Than Four Years,4.0,Professional,1
Married,Primary School Grad,,35000.0,500.0,Female,3.0,38.0,31.0,More Than Seven Years,3.0,Technician,0
Single,Master's Degree,Tenant,40000.0,,Male,1.0,48.0,26.0,Unemployed,2.0,Clerical,0
Single,Master's Degree,Tenant,45000.0,,Female,2.0,35.0,7.0,Unemployed,3.0,Technician,0
Married,Bachelor's Degree,Tenant,15000.0,2150.0,Male,1.0,37.0,19.0,More Than Seven Years,7.0,Professional,0
Married,Master's Degree,Tenant,40000.0,3750.0,Female,3.0,26.0,10.0,Less Than Seven Years,4.0,Farmer,0
Single,Master's Degree,Tenant,60000.0,2750.0,Male,2.0,31.0,15.0,Less Than Seven Years,3.0,Worker,0
Single,Primary School Grad,Family Home,10000.0,500.0,Female,3.0,42.0,28.0,Less Than Four Years,4.0,Professional,0
Married,Master's Degree,Tenant,105000.0,2150.0,Male,0.0,35.0,6.0,Less Than Four Years,2.0,Manager,0
Married,Doctorate Degree,Owner,55000.0,3750.0,Male,1.0,64.0,6.0,Less Than Four Years,3.0,Professional,0
,Bachelor's Degree,Tenant,30000.0,2750.0,Male,0.0,55.0,2.0,Less Than One Year,7.0,Manager,0
Single,Bachelor's Degree,Tenant,30000.0,2750.0,Male,0.0,69.0,38.0,Unemployed,4.0,Manager,0
Married,,Tenant,20000.0,2150.0,Male,2.0,24.0,32.0,Less Than Four Years,2.0,Professional,0
Married,Bachelor's Degree,Tenant,25000.0,2150.0,Female,0.0,31.0,12.0,Less Than Seven Years,4.0,Technician,0
Divorced,Bachelor's Degree,Tenant,45000.0,5250.0,Male,2.0,27.0,61.0,Less Than Seven Years,4.0,Manager,1
Single,Master's Degree,Tenant,55000.0,2750.0,Female,1.0,30.0,17.0,Less Than Four Years,2.0,Clerical,0
Married,Bachelor's Degree,Tenant,35000.0,2750.0,Female,3.0,63.0,8.0,Less Than Seven Years,7.0,Army,0
Married,Bachelor's Degree,Owner,35000.0,5250.0,Female,1.0,19.0,3.0,More Than Seven Years,5.0,Professional,1
Married,Bachelor's Degree,Tenant,55000.0,2750.0,,2.0,54.0,19.0,Unemployed,5.0,Farmer,0
Married,Master's Degree,Tenant,105000.0,3750.0,Female,1.0,27.0,14.0,,4.0,Worker,0
Married,Bachelor's Degree,Owner,15000.0,6250.0,Male,2.0,51.0,29.0,Less Than One Year,4.0,Professional,1
Married,Bachelor's Degree,Tenant,30000.0,2150.0,Male,0.0,36.0,35.0,Less Than Four Years,7.0,Professional,0
Married,Primary School Grad,Tenant,35000.0,500.0,Female,3.0,70.0,23.0,Less Than Four Years,7.0,Technician,0
Married,Master's Degree,Tenant,20000.0,2150.0,Female,1.0,54.0,34.0,Less Than Four Years,3.0,Farmer,0
Single,Bachelor's Degree,Owner,50000.0,5250.0,Female,1.0,64.0,8.0,Less Than Four Years,2.0,Professional,1
Married,Bachelor's Degree,Tenant,15000.0,4250.0,Female,0.0,21.0,44.0,Unemployed,2.0,Professional,1
Married,Bachelor's Degree,Tenant,30000.0,2750.0,Male,3.0,27.0,34.0,Less Than One Year,4.0,Technician,0
Married,Master's Degree,Tenant,35000.0,2150.0,Female,2.0,63.0,11.0,More Than Seven Years,3.0,Farmer,0
Single,Primary School Grad,Tenant,20000.0,500.0,Male,3.0,61.0,10.0,More Than Seven Years,5.0,Army,0
Married,Bachelor's Degree,Tenant,50000.0,2750.0,Male,1.0,44.0,26.0,Less Than One Year,6.0,Professional,0
Single,Primary School Grad,Family Home,20000.0,500.0,Female,3.0,27.0,4.0,Less Than One Year,3.0,Farmer,0
Divorced,Bachelor's Degree,Owner,40000.0,6250.0,Male,2.0,26.0,93.0,Less Than Four Years,3.0,Manager,1
Single,Master's Degree,Tenant,20000.0,2150.0,Male,1.0,36.0,16.0,Less Than One Year,3.0,Manager,0
Single,Master's Degree,Tenant,30000.0,2750.0,Male,1.0,66.0,1.0,Less Than One Year,3.0,Worker,0
Married,Master's Degree,Tenant,15000.0,2150.0,Male,2.0,27.0,14.0,Less Than One Year,2.0,Clerical,0
Single,Master's Degree,Tenant,55000.0,2750.0,Male,3.0,59.0,10.0,Less Than Seven Years,3.0,Army,0
,Bachelor's Degree,Tenant,15000.0,2750.0,Female,1.0,18.0,22.0,Less Than Four Years,7.0,Army,0
Married,Master's Degree,Tenant,20000.0,2150.0,Female,2.0,32.0,13.0,Less Than Seven Years,3.0,Army,0
Married,Bachelor's Degree,Owner,15000.0,5250.0,Female,1.0,65.0,15.0,Less Than One Year,3.0,Professional,1
Married,Bachelor's Degree,Tenant,60000.0,2150.0,Female,0.0,46.0,5.0,Unemployed,4.0,Farmer,0
Married,Bachelor's Degree,Tenant,95000.0,2750.0,Male,3.0,64.0,7.0,Less Than Seven Years,4.0,Farmer,0
Single,Bachelor's Degree,Tenant,20000.0,2750.0,Male,1.0,67.0,20.0,More Than Seven Years,4.0,Army,0
Single,Master's Degree,Tenant,30000.0,2150.0,Male,0.0,69.0,3.0,Unemployed,3.0,Army,0
Married,Master's Degree,Tenant,15000.0,3750.0,Female,0.0,54.0,23.0,More Than Seven Years,4.0,Worker,0
Married,Bachelor's Degree,Tenant,40000.0,2750.0,Female,1.0,32.0,4.0,More Than Seven Years,5.0,Worker,0
Married,Master's Degree,Tenant,40000.0,3750.0,Male,2.0,44.0,22.0,More Than Seven Years,5.0,Technician,0
Married,Bachelor's Degree,Tenant,40000.0,2750.0,Male,0.0,46.0,37.0,Less Than One Year,5.0,Professional,0
Married,Bachelor's Degree,Owner,15000.0,6250.0,Male,3.0,63.0,19.0,Less Than Seven Years,4.0,Manager,1
Married,Primary School Grad,Family Home,15000.0,500.0,Male,1.0,27.0,6.0,Less Than Four Years,3.0,Army,0
Single,Bachelor's Degree,Tenant,35000.0,2750.0,Male,0.0,45.0,11.0,More Than Seven Years,4.0,Manager,0
Married,Bachelor's Degree,Owner,50000.0,6250.0,Female,1.0,43.0,45.0,Less Than Seven Years,2.0,Manager,1
Married,Bachelor's Degree,Owner,10000.0,6250.0,Female,2.0,49.0,13.0,Unemployed,3.0,Manager,1
Single,Primary School Grad,Tenant,15000.0,500.0,Male,2.0,50.0,14.0,Less Than One Year,4.0,Farmer,0
Divorced,Primary School Grad,Family Home,30000.0,500.0,Male,2.0,23.0,13.0,Less Than Seven Years,6.0,Farmer,0
Married,Bachelor's Degree,Tenant,20000.0,2750.0,Female,2.0,46.0,14.0,Unemployed,4.0,Clerical,0
Married,Master's Degree,Tenant,10000.0,3750.0,Female,1.0,45.0,3.0,Unemployed,5.0,Clerical,0
Married,Bachelor's Degree,Tenant,100000.0,2150.0,Female,3.0,52.0,15.0,Less Than One Year,4.0,Professional,0
Single,Master's Degree,Tenant,40000.0,2150.0,Male,2.0,18.0,11.0,More Than Seven Years,2.0,Farmer,0
Married,Primary School Grad,Tenant,10000.0,500.0,Male,0.0,52.0,32.0,Unemployed,3.0,Worker,0
Married,Bachelor's Degree,Tenant,20000.0,2750.0,Male,3.0,18.0,22.0,Less Than Seven Years,4.0,Manager,0
Married,Bachelor's Degree,Tenant,10000.0,2750.0,Male,0.0,54.0,48.0,Less Than Seven Years,4.0,Technician,0
Married,Bachelor's Degree,Tenant,45000.0,4250.0,Female,2.0,30.0,11.0,Less Than Four Years,7.0,Manager,0
Married,Bachelor's Degree,Tenant,20000.0,2750.0,Male,2.0,23.0,11.0,Less Than Seven Years,4.0,Farmer,0
Divorced,Bachelor's Degree,Tenant,25000.0,2750.0,Female,,50.0,17.0,Less Than Four Years,4.0,Clerical,0
Married,Bachelor's Degree,Owner,25000.0,4250.0,Female,2.0,51.0,7.0,Unemployed,4.0,Professional,0
Single,Bachelor's Degree,Tenant,45000.0,2150.0,Male,1.0,43.0,9.0,Less Than One Year,5.0,Clerical,0
,Master's Degree,Tenant,25000.0,2150.0,Female,3.0,55.0,38.0,More Than Seven Years,2.0,Manager,0
Married,Primary School Grad,Tenant,35000.0,500.0,Female,2.0,45.0,6.0,More Than Seven Years,2.0,Professional,0
Married,Master's Degree,Tenant,10000.0,2750.0,Female,1.0,52.0,7.0,Less Than Seven Years,2.0,Technician,0
Married,Master's Degree,Tenant,25000.0,2750.0,Male,1.0,49.0,6.0,Less Than Seven Years,3.0,Farmer,0
Single,Bachelor's Degree,Owner,25000.0,6250.0,Female,,43.0,6.0,Less Than Seven Years,3.0,Professional,1
Married,Master's Degree,Tenant,25000.0,2150.0,Male,3.0,65.0,14.0,Unemployed,3.0,Technician,0
Married,Master's Degree,Tenant,55000.0,3750.0,Female,1.0,53.0,13.0,Less Than One Year,7.0,Technician,0
Married,Bachelor's Degree,Tenant,10000.0,2750.0,Male,1.0,42.0,38.0,Less Than Four Years,4.0,Worker,0
Single,Master's Degree,Tenant,10000.0,2750.0,Female,2.0,67.0,84.0,More Than Seven Years,3.0,Army,0
Married,Master's Degree,Tenant,25000.0,3750.0,Female,0.0,41.0,28.0,Unemployed,4.0,Worker,0
Married,Master's Degree,Tenant,20000.0,2150.0,Male,3.0,27.0,10.0,Less Than One Year,3.0,Clerical,0
Married,Bachelor's Degree,Owner,35000.0,5250.0,Female,2.0,55.0,31.0,Less Than Four Years,3.0,Manager,1
Divorced,Doctorate Degree,Owner,15000.0,3750.0,Female,1.0,56.0,14.0,Less Than Four Years,3.0,,0
Married,Master's Degree,Tenant,25000.0,2150.0,Male,2.0,32.0,17.0,Less Than Seven Years,3.0,Manager,0
Single,Bachelor's Degree,Owner,15000.0,5250.0,Male,1.0,50.0,15.0,Less Than Four Years,7.0,Professional,1
Single,Master's Degree,Tenant,25000.0,2750.0,Female,3.0,35.0,10.0,Less Than One Year,3.0,Technician,0
Single,Master's Degree,Tenant,30000.0,2750.0,Female,2.0,36.0,5.0,Less Than Four Years,3.0,Manager,0
Married,Bachelor's Degree,Tenant,10000.0,2150.0,Male,1.0,31.0,15.0,Less Than Four Years,4.0,Clerical,0
Divorced,Master's Degree,Tenant,45000.0,2150.0,Female,0.0,40.0,18.0,Less Than One Year,3.0,Clerical,0
Married,Primary School Grad,Tenant,45000.0,500.0,Female,3.0,45.0,39.0,Unemployed,4.0,Army,0
Married,Bachelor's Degree,Tenant,15000.0,2750.0,Male,1.0,67.0,11.0,Less Than Seven Years,4.0,Army,0
Married,Master's Degree,Tenant,15000.0,2150.0,Male,1.0,52.0,8.0,Less Than One Year,3.0,Professional,0
Single,Bachelor's Degree,Tenant,20000.0,4250.0,Male,1.0,18.0,2.0,Less Than One Year,4.0,Manager,1
Single,Bachelor's Degree,Owner,15000.0,6250.0,Female,0.0,65.0,6.0,More Than Seven Years,3.0,Manager,1
Single,Doctorate Degree,Owner,10000.0,3750.0,Female,3.0,68.0,1.0,Less Than Four Years,2.0,Professional,1
Single,Bachelor's Degree,Tenant,85000.0,2150.0,Female,3.0,28.0,11.0,More Than Seven Years,5.0,Worker,0
Single,Bachelor's Degree,Tenant,45000.0,5250.0,Male,1.0,32.0,4.0,Less Than One Year,4.0,Manager,0
Single,Bachelor's Degree,Tenant,20000.0,2750.0,Female,3.0,30.0,1.0,More Than Seven Years,4.0,Army,0
Married,Master's Degree,Tenant,95000.0,,Female,1.0,34.0,4.0,More Than Seven Years,4.0,Technician,0
Married,Master's Degree,Tenant,35000.0,2750.0,Female,2.0,27.0,,Unemployed,3.0,Army,0
Married,Master's Degree,Tenant,95000.0,2150.0,Female,1.0,32.0,20.0,Unemployed,2.0,Farmer,0
Married,Bachelor's Degree,Owner,20000.0,5250.0,Female,2.0,37.0,10.0,Less Than One Year,3.0,Manager,1
Married,Bachelor's Degree,Tenant,35000.0,2150.0,Male,3.0,57.0,5.0,Unemployed,4.0,Worker,0
Married,Bachelor's Degree,Tenant,25000.0,2150.0,Female,1.0,46.0,84.0,Less Than Seven Years,4.0,Army,0
Married,Bachelor's Degree,Owner,105000.0,5250.0,Male,3.0,64.0,43.0,Less Than One Year,3.0,Professional,1
Married,Bachelor's Degree,Owner,20000.0,5250.0,Male,1.0,22.0,3.0,More Than Seven Years,2.0,Professional,1
Single,Doctorate Degree,Tenant,20000.0,3750.0,Female,0.0,44.0,32.0,Less Than Four Years,3.0,Professional,1
Married,Bachelor's Degree,Owner,35000.0,5250.0,Male,2.0,56.0,8.0,Less Than Seven Years,7.0,Manager,1
Divorced,Bachelor's Degree,Tenant,15000.0,6250.0,Female,3.0,36.0,21.0,Less Than Four Years,6.0,Manager,0
Married,Master's Degree,Tenant,40000.0,3750.0,Female,3.0,33.0,18.0,Less Than One Year,7.0,Farmer,0
Married,Primary School Grad,Family Home,30000.0,500.0,Female,1.0,33.0,17.0,Unemployed,3.0,Manager,0
Married,Bachelor's Degree,Owner,30000.0,6250.0,Female,1.0,35.0,4.0,Less Than One Year,3.0,Professional,1
Married,Master's Degree,Tenant,20000.0,2750.0,Female,0.0,66.0,5.0,Less Than Four Years,3.0,Technician,0
Single,Master's Degree,Tenant,35000.0,2750.0,Female,3.0,24.0,21.0,Less Than Four Years,3.0,Professional,0
Married,Bachelor's Degree,Tenant,35000.0,2150.0,Female,0.0,48.0,1.0,Unemployed,4.0,Technician,0
Single,Master's Degree,Tenant,35000.0,3750.0,Male,1.0,57.0,18.0,Unemployed,6.0,Farmer,0
Married,Bachelor's Degree,Tenant,10000.0,2750.0,Male,2.0,47.0,,Less Than One Year,4.0,Farmer,0
Married,Master's Degree,Tenant,50000.0,2750.0,Female,,19.0,18.0,Unemployed,2.0,Worker,0
Single,Bachelor's Degree,Tenant,25000.0,4250.0,Female,2.0,40.0,6.0,Less Than Four Years,7.0,Professional,1
Single,Doctorate Degree,Owner,45000.0,3750.0,Male,2.0,54.0,7.0,More Than Seven Years,2.0,Professional,1
Married,Master's Degree,Tenant,45000.0,3750.0,Female,1.0,44.0,4.0,Unemployed,4.0,Worker,0
Married,Bachelor's Degree,Tenant,45000.0,5250.0,Male,1.0,36.0,6.0,Less Than One Year,7.0,Professional,0
Single,Bachelor's Degree,Owner,20000.0,5250.0,Male,1.0,58.0,8.0,Less Than One Year,4.0,Manager,1
Single,Bachelor's Degree,Owner,30000.0,6250.0,Male,1.0,60.0,16.0,More Than Seven Years,2.0,Manager,1
Married,Bachelor's Degree,Owner,60000.0,5250.0,Female,2.0,46.0,31.0,Less Than Seven Years,3.0,Manager,1
Married,Primary School Grad,Family Home,55000.0,500.0,Male,2.0,35.0,8.0,Less Than Four Years,5.0,Technician,0
Married,Bachelor's Degree,Owner,10000.0,5250.0,Female,1.0,54.0,14.0,Unemployed,4.0,Professional,0
Married,Bachelor's Degree,Tenant,60000.0,2150.0,Female,2.0,61.0,23.0,Unemployed,4.0,Professional,0
Single,Master's Degree,Tenant,30000.0,3750.0,Female,3.0,63.0,,More Than Seven Years,4.0,Technician,0
Married,Primary School Grad,Tenant,20000.0,500.0,Male,2.0,70.0,11.0,Less Than Seven Years,2.0,Worker,0
Married,Master's Degree,Tenant,20000.0,3750.0,Female,0.0,67.0,3.0,Less Than Seven Years,6.0,Manager,0
Divorced,Bachelor's Degree,Owner,90000.0,5250.0,Female,3.0,36.0,11.0,Unemployed,3.0,Professional,1
Married,Bachelor's Degree,Tenant,10000.0,6250.0,Male,3.0,36.0,59.0,Less Than Seven Years,5.0,Manager,0
Married,Bachelor's Degree,Tenant,70000.0,2150.0,Male,2.0,63.0,8.0,Less Than Seven Years,7.0,Technician,0
Single,Primary School Grad,Family Home,45000.0,500.0,Female,2.0,21.0,23.0,Less Than One Year,3.0,Technician,0
Single,Master's Degree,Tenant,85000.0,2750.0,Female,3.0,43.0,8.0,Unemployed,2.0,Clerical,0
Single,Master's Degree,Tenant,25000.0,2750.0,Female,2.0,38.0,21.0,Less Than One Year,3.0,Manager,0
Divorced,Master's Degree,Tenant,15000.0,2750.0,Male,2.0,43.0,6.0,Unemployed,3.0,Technician,0
Married,Bachelor's Degree,Tenant,40000.0,2750.0,Female,3.0,52.0,1.0,Less Than Seven Years,4.0,Clerical,0
Single,Bachelor's Degree,Owner,95000.0,6250.0,Male,3.0,57.0,3.0,Less Than One Year,4.0,Manager,0
Single,Bachelor's Degree,Owner,35000.0,6250.0,Male,0.0,53.0,31.0,More Than Seven Years,4.0,Manager,0
Single,Bachelor's Degree,Owner,15000.0,5250.0,Female,2.0,,2.0,Unemployed,4.0,Professional,1
Divorced,Bachelor's Degree,Owner,10000.0,6250.0,Male,0.0,21.0,1.0,Less Than Four Years,4.0,Manager,0
,Bachelor's Degree,Tenant,10000.0,2150.0,Female,3.0,18.0,12.0,More Than Seven Years,6.0,Technician,0
Married,Bachelor's Degree,Owner,40000.0,6250.0,Female,2.0,67.0,26.0,,3.0,Manager,1
Married,Bachelor's Degree,Tenant,30000.0,2750.0,Male,2.0,54.0,21.0,Less Than Four Years,4.0,Clerical,0
Married,Bachelor's Degree,Tenant,,2150.0,Male,3.0,56.0,21.0,Less Than One Year,4.0,Farmer,0
Married,Master's Degree,Tenant,10000.0,2750.0,Male,0.0,49.0,20.0,Unemployed,2.0,Farmer,0
Married,Bachelor's Degree,Owner,105000.0,4250.0,Female,3.0,27.0,17.0,Unemployed,3.0,Professional,1
Married,Primary School Grad,Tenant,30000.0,500.0,Male,0.0,45.0,11.0,Less Than Seven Years,7.0,Farmer,0
Married,Master's Degree,Tenant,15000.0,2150.0,Female,0.0,37.0,13.0,More Than Seven Years,2.0,Army,0
Single,Master's Degree,Tenant,85000.0,3750.0,Male,3.0,27.0,79.0,Less Than One Year,7.0,Professional,0
Married,Bachelor's Degree,Tenant,40000.0,2750.0,Male,3.0,47.0,59.0,Less Than Four Years,4.0,Technician,0
Single,Master's Degree,Tenant,55000.0,2150.0,Male,2.0,39.0,3.0,Less Than Four Years,3.0,Professional,0
Married,Master's Degree,Tenant,55000.0,3750.0,Female,3.0,28.0,12.0,Unemployed,4.0,Worker,0
Divorced,Bachelor's Degree,Tenant,10000.0,2150.0,Male,0.0,43.0,6.0,More Than Seven Years,4.0,Farmer,0
Married,Bachelor's Degree,Owner,45000.0,5250.0,Female,0.0,42.0,39.0,Less Than Four Years,3.0,Professional,1
Divorced,Master's Degree,Tenant,10000.0,2750.0,Male,3.0,59.0,2.0,Less Than One Year,2.0,Farmer,0
Married,Bachelor's Degree,Tenant,105000.0,2750.0,Female,2.0,41.0,6.0,Less Than One Year,5.0,Manager,0
Single,Bachelor's Degree,Owner,10000.0,5250.0,Male,3.0,21.0,5.0,Less Than Four Years,4.0,Professional,1
Single,Master's Degree,Tenant,20000.0,2150.0,Female,3.0,36.0,8.0,Less Than Seven Years,3.0,Clerical,0
Married,Master's Degree,Tenant,20000.0,2750.0,Male,1.0,44.0,70.0,Less Than Seven Years,3.0,Professional,0
Married,Bachelor's Degree,Tenant,20000.0,2150.0,Female,3.0,,4.0,Unemployed,6.0,Farmer,0
Single,Master's Degree,Tenant,100000.0,2750.0,Female,1.0,40.0,71.0,Unemployed,2.0,Technician,0
Single,Bachelor's Degree,Tenant,20000.0,2750.0,Male,,22.0,23.0,Less Than One Year,4.0,Professional,0
Divorced,Primary School Grad,Tenant,30000.0,500.0,Male,0.0,50.0,15.0,Less Than Four Years,3.0,Technician,0
Single,Bachelor's Degree,Owner,95000.0,6250.0,Female,3.0,54.0,22.0,Less Than Four Years,3.0,Professional,1
Single,Bachelor's Degree,Owner,105000.0,4250.0,Male,1.0,45.0,38.0,Unemployed,4.0,Manager,0
Single,Master's Degree,Tenant,25000.0,3750.0,Male,3.0,47.0,2.0,Less Than Seven Years,4.0,Army,0
Single,Master's Degree,Tenant,,2750.0,Male,0.0,62.0,21.0,More Than Seven Years,3.0,Clerical,0
Single,Bachelor's Degree,Tenant,20000.0,2150.0,Male,1.0,58.0,9.0,Less Than Four Years,4.0,Professional,0
Married,Bachelor's Degree,Tenant,10000.0,2750.0,Male,1.0,63.0,7.0,Less Than One Year,4.0,Army,0
Divorced,Master's Degree,Tenant,50000.0,2750.0,Male,2.0,68.0,13.0,Less Than Seven Years,2.0,Army,0
Married,Bachelor's Degree,Tenant,35000.0,2150.0,Female,3.0,68.0,9.0,Less Than Four Years,4.0,Professional,0
Married,Bachelor's Degree,Owner,30000.0,6250.0,Male,3.0,63.0,49.0,Less Than One Year,2.0,Manager,1
Married,Bachelor's Degree,Owner,20000.0,6250.0,Female,3.0,28.0,9.0,Less Than Four Years,3.0,Manager,1
Married,Bachelor's Degree,Tenant,60000.0,2150.0,Male,2.0,42.0,39.0,Unemployed,4.0,Professional,0
Married,Master's Degree,Tenant,20000.0,2150.0,Female,3.0,64.0,38.0,Unemployed,2.0,Manager,0
Married,Bachelor's Degree,Tenant,50000.0,2150.0,Male,2.0,67.0,4.0,Unemployed,4.0,Worker,0
Married,Bachelor's Degree,Owner,40000.0,5250.0,Male,3.0,24.0,5.0,Less Than One Year,3.0,Professional,1
Single,Master's Degree,Tenant,40000.0,2750.0,Female,2.0,59.0,15.0,Less Than Seven Years,3.0,Professional,0
Married,Bachelor's Degree,Owner,25000.0,6250.0,Male,0.0,27.0,10.0,Less Than Four Years,3.0,Manager,1
Married,Bachelor's Degree,Owner,30000.0,5250.0,Female,1.0,67.0,25.0,More Than Seven Years,4.0,Professional,0
Married,Master's Degree,Tenant,40000.0,2750.0,Male,3.0,33.0,4.0,Unemployed,2.0,Worker,0
Single,Bachelor's Degree,Tenant,10000.0,2750.0,Male,0.0,52.0,10.0,More Than Seven Years,6.0,Professional,0
Single,Master's Degree,Tenant,45000.0,3750.0,Male,3.0,28.0,7.0,Less Than Four Years,4.0,Worker,0
Married,Bachelor's Degree,Tenant,40000.0,2750.0,Female,3.0,33.0,5.0,Less Than One Year,4.0,Worker,0
